"insert_LINEITEM_SMALL"|0|0|0|0|0|0.0|0|0|1|5|4|1|17|17954.55|0.04|0.02|N|O|1996-03-13|1996-02-12|1996-03-22|DELIVER IN PERSON|TRUCK|egular courts above the|0|0|0|0.0|1900-01-01|0|0|0|0
"insert_ORDERS_SMALL"|0|0|0|0|0|0.0|0|0|0|0|0|0|0|0.0|0.0|0.0|0|0|1900-01-01|1900-01-01|1900-01-01|0|0|0|1|11|O|131251.81|1996-01-02|5-LOW|Clerk#000000951|0|nstructions sleep furiously among 
"insert_ORDERS_SMALL"|0|0|0|0|0|0.0|0|0|0|0|0|0|0|0.0|0.0|0.0|0|0|1900-01-01|1900-01-01|1900-01-01|0|0|0|2|11|O|40183.29|1996-12-01|1-URGENT|Clerk#000000880|0| foxes. pending accounts at the pending, silent asymptot
"insert_LINEITEM_SMALL"|0|0|0|0|0|0.0|0|0|2|12|9|2|36|34850.16|0.09|0.06|N|O|1996-04-12|1996-02-28|1996-04-20|TAKE BACK RETURN|MAIL|ly final dependencies: slyly bold |0|0|0|0.0|1900-01-01|0|0|0|0
"insert_LINEITEM_SMALL"|0|0|0|0|0|0.0|0|0|67|8|5|3|8|7712.48|0.10|0.02|N|O|1996-01-29|1996-03-05|1996-01-31|TAKE BACK RETURN|REG AIR|riously. regular, express dep|0|0|0|0.0|1900-01-01|0|0|0|0
"insert_CUSTOMER"|1|Customer#000000001|IVhzIApeRb ot,c,E|15|25-989-741-2988|711.56|BUILDING|to the even, regular platelets. regular, ironic epitaphs nag e|0|0|0|0|0|0.0|0.0|0.0|0|0|1900-01-01|1900-01-01|1900-01-01|0|0|0|0|0|0|0.0|1900-01-01|0|0|0|0
"insert_LINEITEM_SMALL"|0|0|0|0|0|0.0|0|0|1|4|6|4|28|25284.00|0.09|0.06|N|O|1996-04-21|1996-03-30|1996-05-16|NONE|AIR|lites. fluffily even de|0|0|0|0.0|1900-01-01|0|0|0|0
"insert_LINEITEM_SMALL"|0|0|0|0|0|0.0|0|0|1|7|8|5|24|22200.48|0.10|0.04|N|O|1996-03-30|1996-03-14|1996-04-01|NONE|FOB| pending foxes. slyly re|0|0|0|0.0|1900-01-01|0|0|0|0
"insert_CUSTOMER"|2|Customer#000000002|XSTf4,NCwDVaWNe6tEgvwfmRchLXak|13|23-768-687-3665|121.65|AUTOMOBILE|l accounts. blithely ironic theodolites integrate boldly: caref|0|0|0|0|0|0.0|0.0|0.0|0|0|1900-01-01|1900-01-01|1900-01-01|0|0|0|0|0|0|0.0|1900-01-01|0|0|0|0
"insert_ORDERS_SMALL"|0|0|0|0|0|0.0|0|0|0|0|0|0|0|0.0|0.0|0.0|0|0|1900-01-01|1900-01-01|1900-01-01|0|0|0|3|13|F|160882.76|1993-10-14|5-LOW|Clerk#000000955|0|sly final accounts boost. carefully regular ideas cajole carefully. depos
